#faceId	imagePath	faceRect.x	faceRect.y	faceRect.w	faceRect.h
44953	flickr/3/image51689.jpg	93	124	197	197
44954	flickr/3/image51708.jpg	75	9	269	269
44955	flickr/3/image51712.jpg	322	-28	132	132
44956	flickr/3/image51715.jpg	92	117	84	84
44957	flickr/3/image51715.jpg	305	107	78	78
44958	flickr/3/image51744.jpg	122	27	285	285
44959	flickr/3/image51766.jpg	915	311	554	554
44960	flickr/3/image51767.jpg	1647	361	540	540
44961	flickr/3/image51785.jpg	314	112	296	296
44962	flickr/3/image51789.jpg	359	251	217	217
44963	flickr/3/image51798.jpg	207	137	105	105
44964	flickr/3/image51809.jpg	197	93	190	190
44965	flickr/3/image51819.jpg	549	372	2160	2160
44966	flickr/3/image51828.jpg	205	111	183	183
44967	flickr/3/image51834.jpg	385	232	165	165
44968	flickr/3/image51846.jpg	125	63	103	103
44970	flickr/3/image51859.jpg	167	142	205	205
44971	flickr/3/image51867.jpg	282	155	199	199
44972	flickr/3/image51874.jpg	-350	96	1005	1005
44973	flickr/3/image51883.jpg	43	-20	441	441
44974	flickr/3/image51887.jpg	150	57	72	72
44975	flickr/3/image51899.jpg	483	240	154	154
44976	flickr/3/image51914.jpg	116	59	100	100
44977	flickr/3/image51922.jpg	219	38	94	94
44978	flickr/3/image51925.jpg	205	346	698	698
44979	flickr/3/image51928.jpg	91	77	83	83
44980	flickr/3/image51928.jpg	195	108	131	131
44981	flickr/3/image51947.jpg	281	691	345	345
44982	flickr/3/image51950.jpg	964	191	305	305
44983	flickr/3/image51962.jpg	128	164	70	70
44985	flickr/3/image51964.jpg	354	162	303	303
44986	flickr/3/image51971.jpg	361	221	139	139
44987	flickr/3/image51975.jpg	292	293	498	498
44988	flickr/3/image51979.jpg	3	25	216	216
44989	flickr/3/image51979.jpg	260	44	170	170
44990	flickr/3/image51986.jpg	324	250	128	128
44991	flickr/3/image52006.jpg	583	927	1259	1259
44992	flickr/3/image52020.jpg	150	88	121	121
44993	flickr/3/image52031.jpg	82	82	92	92
44994	flickr/3/image52035.jpg	65	85	82	82
44995	flickr/3/image52035.jpg	151	86	62	62
44996	flickr/3/image52039.jpg	582	704	1357	1357
44997	flickr/3/image52041.jpg	201	213	252	252
44998	flickr/3/image52046.jpg	341	87	569	569
44999	flickr/3/image52088.jpg	218	117	156	156
45000	flickr/3/image52092.jpg	85	106	64	64
45001	flickr/3/image52092.jpg	203	114	74	74
45002	flickr/3/image52108.jpg	523	199	143	143
45003	flickr/3/image52108.jpg	208	256	476	476
45004	flickr/3/image52110.jpg	44	173	1049	1049
45005	flickr/3/image52112.jpg	419	-95	1120	1120
45006	flickr/3/image52121.jpg	107	154	186	186
45007	flickr/3/image52122.jpg	176	228	261	261
45008	flickr/3/image52130.jpg	21	13	357	357
45009	flickr/3/image52134.jpg	199	54	124	124
45010	flickr/3/image52138.jpg	1373	121	1716	1716
45011	flickr/3/image52143.jpg	194	87	166	166
45012	flickr/3/image52159.jpg	192	167	88	88
45013	flickr/3/image52160.jpg	102	57	80	80
45014	flickr/3/image52175.jpg	180	47	165	165
45015	flickr/3/image52175.jpg	815	-8	249	249
45016	flickr/3/image52178.jpg	1181	658	200	200
45017	flickr/3/image52181.jpg	7	75	171	171
45018	flickr/3/image52193.jpg	484	372	104	104
45019	flickr/3/image52198.jpg	161	99	144	144
45020	flickr/3/image52201.jpg	74	194	326	326
45021	flickr/3/image52204.jpg	61	203	91	91
45022	flickr/3/image52208.jpg	590	274	638	638
45023	flickr/3/image52212.jpg	109	202	125	125
45024	flickr/3/image52213.jpg	98	99	125	125
45025	flickr/3/image52255.jpg	98	102	330	330
45026	flickr/3/image52264.jpg	96	50	278	278
45027	flickr/3/image52275.jpg	125	182	172	172
45028	flickr/3/image52298.jpg	118	53	141	141
45029	flickr/3/image52302.jpg	127	82	112	112
45030	flickr/3/image52324.jpg	587	442	706	706
45031	flickr/3/image52339.jpg	242	309	268	268
45032	flickr/3/image52345.jpg	168	64	56	56
45033	flickr/3/image52365.jpg	166	72	66	66
45034	flickr/3/image52366.jpg	925	773	725	725
45035	flickr/3/image52371.jpg	86	9	146	146
45036	flickr/3/image52374.jpg	123	228	84	84
45037	flickr/3/image52375.jpg	153	169	234	234
45038	flickr/3/image52390.jpg	155	72	185	185
45039	flickr/3/image52390.jpg	389	83	104	104
45040	flickr/3/image52395.jpg	165	-5	443	443
45041	flickr/3/image52417.jpg	1068	623	484	484
45042	flickr/3/image52417.jpg	2246	619	561	561
45043	flickr/3/image52429.jpg	330	375	109	109
45044	flickr/3/image52437.jpg	150	65	75	75
45045	flickr/3/image52445.jpg	119	129	52	52
45046	flickr/3/image52450.jpg	233	158	89	89
45047	flickr/3/image52453.jpg	1081	496	418	418
45048	flickr/3/image52453.jpg	1829	419	424	424
45049	flickr/3/image52456.jpg	108	79	170	170
45050	flickr/3/image52465.jpg	192	127	125	125
45051	flickr/3/image52470.jpg	134	150	154	154
45052	flickr/3/image52482.jpg	111	102	140	140
45053	flickr/3/image52491.jpg	203	107	55	55
45054	flickr/3/image52492.jpg	75	97	128	128
45055	flickr/3/image52496.jpg	274	307	213	213
45056	flickr/3/image52520.jpg	103	145	212	212
45057	flickr/3/image52523.jpg	285	85	166	166
45058	flickr/3/image52528.jpg	101	44	143	143
45059	flickr/3/image52538.jpg	388	119	364	364
45060	flickr/3/image52542.jpg	77	119	182	182
45061	flickr/3/image52560.jpg	96	97	83	83
45062	flickr/3/image52571.jpg	157	239	93	93
45063	flickr/3/image52571.jpg	263	233	94	94
45064	flickr/3/image52592.jpg	225	323	424	424
45065	flickr/3/image52600.jpg	160	87	103	103
45066	flickr/3/image52607.jpg	6	44	56	56
45067	flickr/3/image52607.jpg	146	66	53	53
45068	flickr/3/image52609.jpg	225	189	273	273
45069	flickr/3/image52609.jpg	473	285	270	270
45070	flickr/3/image52615.jpg	1035	1020	483	483
45071	flickr/3/image52616.jpg	514	126	160	160
45072	flickr/3/image52627.jpg	122	108	93	93
45073	flickr/3/image52634.jpg	182	97	199	199
45074	flickr/3/image52635.jpg	180	183	146	146
45075	flickr/3/image52653.jpg	347	801	478	478
45076	flickr/3/image52653.jpg	1015	940	451	451
45077	flickr/3/image52686.jpg	413	178	389	389
45079	flickr/3/image52690.jpg	200	24	168	168
45080	flickr/3/image52700.jpg	1249	382	943	943
45081	flickr/3/image52701.jpg	447	228	374	374
45082	flickr/3/image52717.jpg	241	84	39	39
45083	flickr/3/image52731.jpg	143	174	189	189
45084	flickr/3/image52733.jpg	59	113	131	131
45085	flickr/3/image52736.jpg	86	143	368	368
45086	flickr/3/image52740.jpg	62	61	278	278
45087	flickr/3/image52742.jpg	71	3	278	278
45088	flickr/3/image52754.jpg	309	143	168	168
45089	flickr/3/image52772.jpg	457	888	1719	1719
45090	flickr/3/image52772.jpg	1521	613	1600	1600
45091	flickr/3/image52778.jpg	33	-7	341	341
45092	flickr/3/image52778.jpg	611	295	375	375
45093	flickr/3/image52803.jpg	522	481	365	365
45094	flickr/3/image52806.jpg	638	285	434	434
45095	flickr/3/image52807.jpg	868	773	793	793
45096	flickr/3/image52815.jpg	63	50	46	46
45097	flickr/3/image52815.jpg	180	239	55	55
45098	flickr/3/image52819.jpg	152	145	169	169
45099	flickr/3/image52829.jpg	678	390	398	398
45100	flickr/3/image52847.jpg	334	80	116	116
45101	flickr/3/image52856.jpg	100	277	296	296
45102	flickr/3/image52863.jpg	184	110	101	101
45103	flickr/3/image52882.jpg	491	243	513	513
45104	flickr/3/image52887.jpg	134	112	54	54
45105	flickr/3/image52887.jpg	237	51	48	48
45106	flickr/3/image52892.jpg	136	138	209	209
45107	flickr/3/image52911.jpg	77	109	320	320
45108	flickr/3/image52915.jpg	94	23	406	406
45109	flickr/3/image52917.jpg	209	183	434	434
45110	flickr/3/image52918.jpg	-103	141	375	375
45111	flickr/3/image52920.jpg	930	824	341	341
45112	flickr/3/image52932.jpg	126	70	69	69
45113	flickr/3/image52967.jpg	233	238	260	260
45114	flickr/3/image52972.jpg	326	331	77	77
45115	flickr/3/image52972.jpg	34	443	91	91
45116	flickr/3/image52981.jpg	-161	269	1260	1260
45117	flickr/3/image52985.jpg	233	108	189	189
45118	flickr/3/image52985.jpg	725	128	147	147
45119	flickr/3/image52991.jpg	82	80	162	162
45120	flickr/3/image52991.jpg	212	172	138	138
45121	flickr/3/image53015.jpg	290	81	116	116
45122	flickr/3/image53019.jpg	292	114	207	207
45123	flickr/3/image53035.jpg	320	116	216	216
45124	flickr/3/image53039.jpg	67	12	177	177
45125	flickr/3/image53042.jpg	178	198	395	395
45126	flickr/3/image53045.jpg	569	147	1371	1371
45127	flickr/3/image53051.jpg	165	90	162	162
45128	flickr/3/image53052.jpg	336	210	223	223
45129	flickr/3/image53053.jpg	351	70	726	726
45130	flickr/3/image53065.jpg	206	52	142	142
45131	flickr/3/image53074.jpg	106	-99	975	975
45132	flickr/3/image53074.jpg	2978	-131	1033	1033
45133	flickr/3/image53082.jpg	27	43	209	209
45134	flickr/3/image53085.jpg	572	410	105	105
45135	flickr/3/image53109.jpg	129	79	108	108
45136	flickr/3/image53133.jpg	183	-27	456	456
45137	flickr/3/image53133.jpg	752	304	264	264
45138	flickr/3/image53144.jpg	417	230	170	170
45139	flickr/3/image53156.jpg	256	192	220	220
45140	flickr/3/image53156.jpg	498	293	162	162
45141	flickr/3/image53179.jpg	330	374	154	154
45142	flickr/3/image53185.jpg	157	-18	199	199
45143	flickr/3/image53189.jpg	394	62	180	180
45144	flickr/3/image53224.jpg	872	490	1072	1072
45145	flickr/3/image53226.jpg	84	105	76	76
45146	flickr/3/image53229.jpg	114	1	204	204
45147	flickr/3/image53232.jpg	203	137	179	179
45148	flickr/3/image53234.jpg	113	122	145	145
45149	flickr/3/image53246.jpg	72	-47	271	271
45150	flickr/3/image53255.jpg	50	118	360	360
45151	flickr/3/image53272.jpg	630	876	888	888
45152	flickr/3/image53275.jpg	79	38	49	49
45153	flickr/3/image53284.jpg	167	126	155	155
45154	flickr/3/image53299.jpg	157	252	450	450
45155	flickr/3/image53308.jpg	180	177	116	116
45156	flickr/3/image53330.jpg	219	262	198	198
45157	flickr/3/image53339.jpg	273	74	130	130
45158	flickr/3/image53349.jpg	310	296	298	298
45159	flickr/3/image53356.jpg	257	182	152	152
45160	flickr/3/image53367.jpg	96	145	208	208
45161	flickr/3/image53368.jpg	182	129	74	74
45162	flickr/3/image53373.jpg	252	204	337	337
45163	flickr/3/image53396.jpg	193	65	123	123
45164	flickr/3/image53406.jpg	126	157	219	219
45165	flickr/3/image53409.jpg	235	24	322	322
45166	flickr/3/image53412.jpg	212	134	318	318
45167	flickr/3/image53419.jpg	263	116	48	48
45168	flickr/3/image53420.jpg	65	6	326	326
45169	flickr/3/image53425.jpg	184	101	209	209
45170	flickr/3/image53431.jpg	109	126	198	198
45171	flickr/3/image53437.jpg	61	71	231	231
45172	flickr/3/image53444.jpg	179	59	99	99
45173	flickr/3/image53457.jpg	274	167	157	157
45174	flickr/3/image53467.jpg	160	80	61	61
45175	flickr/3/image53472.jpg	146	67	390	390
45176	flickr/3/image53489.jpg	394	187	219	219
45177	flickr/3/image53489.jpg	522	158	215	215
45178	flickr/3/image53511.jpg	130	58	86	86
45179	flickr/3/image53528.jpg	249	135	300	300
45180	flickr/3/image53534.jpg	-24	71	226	226
45181	flickr/3/image53535.jpg	76	75	143	143
45182	flickr/3/image53539.jpg	248	406	882	882
45183	flickr/3/image53553.jpg	166	89	124	124
45184	flickr/3/image53583.jpg	795	889	1410	1410
45185	flickr/3/image53584.jpg	146	107	220	220
45186	flickr/3/image53591.jpg	178	51	124	124
45187	flickr/3/image53592.jpg	-71	-114	877	877
45188	flickr/3/image53599.jpg	487	70	69	69
45189	flickr/3/image53631.jpg	268	192	67	67
45190	flickr/3/image53650.jpg	183	173	222	222
45191	flickr/3/image53674.jpg	125	141	131	131
45192	flickr/3/image53685.jpg	288	110	71	71
45193	flickr/3/image53685.jpg	347	61	80	80
45194	flickr/3/image53695.jpg	966	1186	269	269
45195	flickr/3/image53698.jpg	83	337	85	85
45196	flickr/3/image53698.jpg	305	160	82	82
45197	flickr/3/image53708.jpg	242	134	96	96
45198	flickr/3/image53712.jpg	172	114	70	70
45199	flickr/3/image53713.jpg	-77	43	304	304
45200	flickr/3/image53715.jpg	68	78	223	223
45201	flickr/3/image53724.jpg	911	474	1050	1050
45202	flickr/3/image53755.jpg	31	170	313	313
45203	flickr/3/image53759.jpg	267	353	135	135
45205	flickr/3/image53765.jpg	1344	436	169	169
45206	flickr/3/image53781.jpg	101	120	174	174
45207	flickr/3/image53786.jpg	193	202	574	574
45208	flickr/3/image53787.jpg	1876	865	1199	1199
45209	flickr/3/image53789.jpg	267	66	57	57
45210	flickr/3/image53792.jpg	220	195	197	197
45211	flickr/3/image53793.jpg	121	152	121	121
45212	flickr/3/image53793.jpg	543	193	207	207
45213	flickr/3/image53794.jpg	391	72	202	202
45214	flickr/3/image53802.jpg	374	180	275	275
45215	flickr/3/image53802.jpg	574	168	292	292
45216	flickr/3/image53809.jpg	336	278	276	276
45217	flickr/3/image53824.jpg	95	132	52	52
45218	flickr/3/image53835.jpg	744	274	197	197
45219	flickr/3/image53853.jpg	222	163	263	263
45220	flickr/3/image53860.jpg	211	47	274	274
45221	flickr/3/image53866.jpg	175	163	154	154
45222	flickr/3/image53878.jpg	253	649	554	554
45223	flickr/3/image53879.jpg	155	90	204	204
45224	flickr/3/image53884.jpg	284	115	84	84
45225	flickr/3/image53892.jpg	139	120	161	161
45226	flickr/3/image53919.jpg	351	144	184	184
45227	flickr/3/image53934.jpg	1387	584	796	796
45228	flickr/3/image53937.jpg	139	33	90	90
45229	flickr/3/image53938.jpg	64	161	304	304
45230	flickr/3/image53941.jpg	82	84	422	422
45231	flickr/3/image53942.jpg	805	251	1763	1763
45232	flickr/3/image53967.jpg	311	-55	1158	1158
45233	flickr/3/image53979.jpg	132	72	75	75
45234	flickr/3/image53981.jpg	306	127	146	146
45235	flickr/3/image53989.jpg	379	896	697	697
45236	flickr/3/image53991.jpg	1391	714	587	587
45237	flickr/3/image53998.jpg	1136	570	223	223
45238	flickr/3/image53999.jpg	73	80	177	177
45239	flickr/3/image54011.jpg	180	51	534	534
45240	flickr/3/image54015.jpg	93	135	113	113
45241	flickr/3/image54023.jpg	579	685	1149	1149
45242	flickr/3/image54037.jpg	200	221	78	78
45243	flickr/3/image54038.jpg	770	443	616	616
45244	flickr/3/image54039.jpg	86	58	246	246
45245	flickr/3/image54062.jpg	1685	652	1026	1026
45246	flickr/3/image54090.jpg	131	58	95	95
45247	flickr/3/image54093.jpg	114	72	154	154
45248	flickr/3/image54095.jpg	43	-16	256	256
45249	flickr/3/image54096.jpg	145	208	243	243
45250	flickr/3/image54098.jpg	544	306	201	201
45251	flickr/3/image54110.jpg	90	213	122	122
45252	flickr/3/image54118.jpg	215	196	299	299
45253	flickr/3/image54119.jpg	245	-9	316	316
45254	flickr/3/image54129.jpg	253	375	1589	1589
45255	flickr/3/image54136.jpg	387	90	62	62
45256	flickr/3/image54153.jpg	744	44	826	826
45257	flickr/3/image54157.jpg	607	285	327	327
45258	flickr/3/image54171.jpg	1448	742	667	667
45259	flickr/3/image54177.jpg	200	149	59	59
45260	flickr/3/image54177.jpg	262	93	62	62
45261	flickr/3/image54180.jpg	269	141	84	84
45262	flickr/3/image54184.jpg	1171	589	307	307
45263	flickr/3/image54185.jpg	208	152	330	330
45264	flickr/3/image54192.jpg	277	72	101	101
45265	flickr/3/image54210.jpg	198	123	144	144
45266	flickr/3/image54211.jpg	229	79	91	91
45267	flickr/3/image54212.jpg	154	94	148	148
45268	flickr/3/image54222.jpg	214	160	49	49
45270	flickr/3/image54242.jpg	304	174	104	104
45271	flickr/3/image54244.jpg	215	37	458	458
45272	flickr/3/image54247.jpg	440	180	270	270
45273	flickr/3/image54259.jpg	250	106	82	82
45274	flickr/3/image54262.jpg	91	71	119	119
45275	flickr/3/image54263.jpg	798	576	396	396
45276	flickr/3/image54274.jpg	256	77	228	228
45277	flickr/3/image54280.jpg	198	-17	125	125
45278	flickr/3/image54298.jpg	174	73	58	58
45279	flickr/3/image54299.jpg	17	140	318	318
45280	flickr/3/image54299.jpg	406	121	348	348
45281	flickr/3/image54303.jpg	112	133	151	151
45282	flickr/3/image54308.jpg	214	113	62	62
45283	flickr/3/image54315.jpg	220	124	147	147
45284	flickr/3/image54316.jpg	93	111	215	215
45285	flickr/3/image54322.jpg	489	107	383	383
45286	flickr/3/image54331.jpg	301	417	289	289
45287	flickr/3/image54338.jpg	166	40	107	107
45288	flickr/3/image54340.jpg	201	221	275	275
45289	flickr/3/image54360.jpg	110	67	79	79
45290	flickr/3/image54361.jpg	232	47	50	50
45291	flickr/3/image54382.jpg	214	116	199	199
45292	flickr/3/image54389.jpg	271	142	150	150
45293	flickr/3/image54393.jpg	746	1117	534	534
45294	flickr/3/image54404.jpg	1845	817	1567	1567
45295	flickr/3/image54408.jpg	1060	1639	404	404
45296	flickr/3/image54426.jpg	87	200	461	461
45297	flickr/3/image54428.jpg	120	171	150	150
45298	flickr/3/image54464.jpg	227	123	94	94
45299	flickr/3/image54466.jpg	252	195	88	88
45300	flickr/3/image54470.jpg	139	99	135	135
45301	flickr/3/image54475.jpg	288	194	103	103
45303	flickr/3/image54477.jpg	147	99	64	64
45304	flickr/3/image54486.jpg	201	210	341	341
45305	flickr/3/image54490.jpg	120	104	182	182
45306	flickr/3/image54503.jpg	224	139	246	246
45307	flickr/3/image54513.jpg	94	41	110	110
45308	flickr/3/image54519.jpg	1038	336	628	628
45309	flickr/3/image54532.jpg	55	82	254	254
45310	flickr/3/image54533.jpg	286	104	183	183
45311	flickr/3/image54539.jpg	164	92	42	42
45312	flickr/3/image54547.jpg	128	102	64	64
45313	flickr/3/image54548.jpg	304	156	531	531
45314	flickr/3/image54565.jpg	147	310	91	91
45315	flickr/3/image54580.jpg	92	91	227	227
45316	flickr/3/image54589.jpg	477	170	501	501
45317	flickr/3/image54620.jpg	165	87	134	134
45318	flickr/3/image54662.jpg	738	316	329	329
45319	flickr/3/image54663.jpg	500	345	323	323
45320	flickr/3/image54667.jpg	266	383	316	316
45321	flickr/3/image54672.jpg	151	76	88	88
45322	flickr/3/image54682.jpg	143	87	67	67
45323	flickr/3/image54682.jpg	212	101	66	66
45324	flickr/3/image54691.jpg	317	189	75	75
45325	flickr/3/image54693.jpg	137	49	46	46
45326	flickr/3/image54693.jpg	277	29	47	47
45327	flickr/3/image54694.jpg	442	59	548	548
45328	flickr/3/image54698.jpg	889	324	598	598
45329	flickr/3/image54699.jpg	193	88	186	186
45330	flickr/3/image54700.jpg	123	110	110	110
45331	flickr/3/image54701.jpg	192	148	276	276
45332	flickr/3/image54704.jpg	54	-14	105	105
45333	flickr/3/image54724.jpg	76	18	300	300
45334	flickr/3/image54725.jpg	239	45	71	71
45335	flickr/3/image54736.jpg	523	155	242	242
45336	flickr/3/image54747.jpg	139	82	97	97
45337	flickr/3/image54780.jpg	844	492	1407	1407
45338	flickr/3/image54807.jpg	171	138	181	181
45339	flickr/3/image54818.jpg	667	449	407	407
45340	flickr/3/image54826.jpg	218	274	338	338
45341	flickr/3/image54844.jpg	203	83	208	208
45342	flickr/3/image54845.jpg	434	182	136	136
45343	flickr/3/image54848.jpg	834	1053	433	433
45344	flickr/3/image54850.jpg	424	55	261	261
45345	flickr/3/image54867.jpg	482	199	1594	1594
45346	flickr/3/image54883.jpg	245	137	172	172
45347	flickr/3/image54885.jpg	328	156	545	545
45348	flickr/3/image54891.jpg	353	143	241	241
45349	flickr/3/image54898.jpg	285	152	305	305
45350	flickr/3/image54914.jpg	169	76	159	159
45351	flickr/3/image54916.jpg	267	116	74	74
45352	flickr/3/image54934.jpg	307	72	564	564
45353	flickr/3/image54938.jpg	267	90	120	120
45354	flickr/3/image54940.jpg	736	221	305	305
45355	flickr/3/image54947.jpg	564	753	258	258
45356	flickr/3/image54994.jpg	495	334	605	605
45357	flickr/3/image55016.jpg	173	124	153	153
45358	flickr/3/image55019.jpg	197	73	155	155
45359	flickr/3/image55020.jpg	187	72	172	172
45360	flickr/3/image55044.jpg	406	425	282	282
45361	flickr/3/image55057.jpg	448	166	1124	1124
45362	flickr/3/image55062.jpg	425	104	223	223
45363	flickr/3/image55088.jpg	430	283	372	372
45364	flickr/3/image55090.jpg	121	213	193	193
45365	flickr/3/image55094.jpg	520	213	124	124
45366	flickr/3/image55095.jpg	206	324	302	302
45367	flickr/3/image55098.jpg	522	633	464	464
45368	flickr/3/image55107.jpg	197	199	353	353
45369	flickr/3/image55108.jpg	452	217	165	165
45370	flickr/3/image55115.jpg	2190	279	936	936
45371	flickr/3/image55135.jpg	181	98	164	164
45372	flickr/3/image55142.jpg	106	95	154	154
45373	flickr/3/image55144.jpg	260	136	167	167
45374	flickr/3/image55161.jpg	74	166	79	79
45375	flickr/3/image55161.jpg	270	43	77	77
45376	flickr/3/image55174.jpg	179	107	76	76
45377	flickr/3/image55176.jpg	90	168	234	234
45378	flickr/3/image55180.jpg	59	75	230	230
45379	flickr/3/image55195.jpg	748	153	191	191
45380	flickr/3/image55199.jpg	472	1170	801	801
45381	flickr/3/image55208.jpg	106	199	196	196
45382	flickr/3/image55210.jpg	253	118	61	61
45383	flickr/3/image55210.jpg	172	32	46	46
45384	flickr/3/image55226.jpg	136	70	143	143
45385	flickr/3/image55227.jpg	112	75	195	195
45386	flickr/3/image55229.jpg	39	199	291	291
45387	flickr/3/image55241.jpg	220	170	1825	1825
45388	flickr/3/image55242.jpg	698	113	158	158
45389	flickr/3/image55255.jpg	325	103	244	244
45390	flickr/3/image55270.jpg	994	242	1425	1425
45391	flickr/3/image55270.jpg	235	787	1267	1267
45392	flickr/3/image55273.jpg	124	91	92	92
45393	flickr/3/image55281.jpg	65	418	859	859
45394	flickr/3/image55296.jpg	180	89	524	524
45395	flickr/3/image55312.jpg	59	116	271	271
45396	flickr/3/image55321.jpg	582	236	138	138
45397	flickr/3/image55324.jpg	946	379	1452	1452
45398	flickr/3/image55327.jpg	361	175	209	209
45399	flickr/3/image55336.jpg	749	183	506	506
45400	flickr/3/image55370.jpg	346	433	630	630
45401	flickr/3/image55371.jpg	330	294	642	642
45402	flickr/3/image55387.jpg	74	133	93	93
45403	flickr/3/image55395.jpg	205	162	180	180
45404	flickr/3/image55396.jpg	296	240	110	110
45405	flickr/3/image55396.jpg	596	214	122	122
45406	flickr/3/image55402.jpg	222	21	267	267
45407	flickr/3/image55414.jpg	65	269	157	157
45408	flickr/3/image55419.jpg	289	379	443	443
45409	flickr/3/image55420.jpg	162	136	91	91
45410	flickr/3/image55439.jpg	103	150	397	397
45411	flickr/3/image55440.jpg	296	208	784	784
45412	flickr/3/image55441.jpg	453	45	640	640
45413	flickr/3/image55443.jpg	205	117	176	176
45414	flickr/3/image55448.jpg	33	61	250	250
45415	flickr/3/image55456.jpg	260	108	124	124
45416	flickr/3/image55470.jpg	131	82	108	108
45417	flickr/3/image55472.jpg	238	146	84	84
45418	flickr/3/image55481.jpg	118	70	89	89
45419	flickr/3/image55485.jpg	273	136	181	181
45420	flickr/3/image55488.jpg	314	202	251	251
45421	flickr/3/image55500.jpg	219	99	99	99
45422	flickr/3/image55501.jpg	187	201	244	244
45423	flickr/3/image55501.jpg	336	111	265	265
45424	flickr/3/image55503.jpg	100	153	278	278
45425	flickr/3/image55506.jpg	165	84	68	68
45426	flickr/3/image55512.jpg	299	75	197	197
45427	flickr/3/image55515.jpg	234	147	236	236
45428	flickr/3/image55515.jpg	610	159	250	250
45429	flickr/3/image55522.jpg	29	71	58	58
45430	flickr/3/image55523.jpg	1848	627	629	629
45431	flickr/3/image55527.jpg	357	428	169	169
45432	flickr/3/image55535.jpg	47	16	776	776
45433	flickr/3/image55545.jpg	618	411	582	582
45434	flickr/3/image55559.jpg	578	393	2012	2012
45435	flickr/3/image55564.jpg	89	15	189	189
45436	flickr/3/image55573.jpg	151	28	135	135
45437	flickr/3/image55584.jpg	84	67	360	360
45438	flickr/3/image55587.jpg	101	108	287	287
45439	flickr/3/image55593.jpg	497	206	395	395
45441	flickr/3/image55606.jpg	34	135	221	221
45442	flickr/3/image55617.jpg	991	370	287	287
45443	flickr/3/image55619.jpg	366	144	240	240
45444	flickr/3/image55620.jpg	141	147	122	122
45445	flickr/3/image55631.jpg	208	179	275	275
45446	flickr/3/image55634.jpg	148	116	61	61
45447	flickr/3/image55636.jpg	160	62	168	168
45448	flickr/3/image55636.jpg	475	181	152	152
45449	flickr/3/image55658.jpg	177	96	91	91
45450	flickr/3/image55664.jpg	87	149	88	88
45451	flickr/3/image55664.jpg	371	134	84	84
45452	flickr/3/image55667.jpg	144	109	231	231
45453	flickr/3/image55675.jpg	215	114	179	179
45454	flickr/3/image55690.jpg	148	148	137	137
45455	flickr/3/image55731.jpg	165	95	667	667
45456	flickr/3/image55732.jpg	545	341	385	385
45457	flickr/3/image55736.jpg	142	102	172	172
45458	flickr/3/image55743.jpg	783	409	1243	1243
45459	flickr/3/image55744.jpg	1071	535	920	920
45460	flickr/3/image55748.jpg	402	76	245	245
45461	flickr/3/image55748.jpg	541	131	215	215
45462	flickr/3/image55752.jpg	226	87	106	106
45463	flickr/3/image55774.jpg	186	385	301	301
45464	flickr/3/image55778.jpg	210	55	117	117
45465	flickr/3/image55778.jpg	322	107	89	89
45466	flickr/3/image55786.jpg	261	161	578	578
45467	flickr/3/image55787.jpg	34	129	337	337
45468	flickr/3/image55789.jpg	219	74	214	214
45469	flickr/3/image55798.jpg	950	659	706	706
45470	flickr/3/image55803.jpg	69	80	207	207
45471	flickr/3/image55809.jpg	914	59	2986	2986
45472	flickr/3/image55821.jpg	-1	7	357	357
45473	flickr/3/image55831.jpg	202	159	430	430
45474	flickr/3/image55840.jpg	135	87	252	252
45475	flickr/3/image55847.jpg	61	30	136	136
45476	flickr/3/image55862.jpg	201	132	144	144
45477	flickr/3/image55862.jpg	326	114	123	123
45478	flickr/3/image55863.jpg	531	558	545	545
45479	flickr/3/image55871.jpg	393	122	284	284
45480	flickr/3/image55909.jpg	278	89	98	98
45481	flickr/3/image55910.jpg	143	65	222	222
45482	flickr/3/image55922.jpg	151	145	132	132
45483	flickr/3/image55928.jpg	136	20	209	209
45484	flickr/3/image55939.jpg	120	223	89	89
45485	flickr/3/image55944.jpg	99	57	187	187
45486	flickr/3/image55956.jpg	220	185	146	146
45487	flickr/3/image55973.jpg	93	130	51	51
45488	flickr/3/image56014.jpg	37	93	241	241
45489	flickr/3/image56016.jpg	106	43	172	172
45490	flickr/3/image56053.jpg	181	140	442	442
45491	flickr/3/image56055.jpg	110	147	153	153
45492	flickr/3/image56075.jpg	192	168	152	152
45493	flickr/3/image56076.jpg	22	131	247	247
45494	flickr/3/image56089.jpg	290	112	285	285
45495	flickr/3/image56094.jpg	271	56	668	668
45496	flickr/3/image56121.jpg	100	74	91	91
45497	flickr/3/image56148.jpg	182	449	826	826
45498	flickr/3/image56148.jpg	1035	1350	345	345
45499	flickr/3/image56153.jpg	442	358	324	324
45500	flickr/3/image56168.jpg	213	68	321	321
45501	flickr/3/image56169.jpg	124	-35	267	267
45502	flickr/3/image56205.jpg	210	17	1257	1257
45503	flickr/3/image56205.jpg	1569	737	1241	1241
45504	flickr/3/image56205.jpg	2597	807	1232	1232
45505	flickr/3/image56215.jpg	291	64	101	101
45506	flickr/3/image56218.jpg	240	4	139	139
45507	flickr/3/image56236.jpg	425	383	721	721
45508	flickr/3/image56238.jpg	35	100	114	114
45509	flickr/3/image56238.jpg	352	68	114	114
45510	flickr/3/image56241.jpg	111	50	125	125
45511	flickr/3/image56263.jpg	589	643	600	600
45512	flickr/3/image56263.jpg	1736	468	622	622
